source,target,weight
1181363266473381893,267568419,1
1182406463991549952,1241307294148825093,15
1182406463991549952,1242948664110321664,1
1182406463991549952,267568419,1
1182681138860564482,1241307294148825093,2
1182681138860564482,1242948664110321664,1
1182681138860564482,267568419,1
1183906345583550464,1241307294148825093,5
1183906345583550464,1242948664110321664,6
1183906345583550464,267568419,2
1183906345583550464,291185646,1
1184066282494349312,1241307294148825093,2
1184066282494349312,267568419,1
1184066282494349312,291185646,1
1184748098746236928,19614615,1
1184748098746236928,97339548,1
1185056258,883016728426536960,1
1186378742526042114,1241307294148825093,1
1186378742526042114,1242948664110321664,2
1186378742526042114,267568419,1
1186495802254024704,267568419,1
1186755627588210696,115671519,7
1186755627588210696,1186755627588210696,4
1186755627588210696,1241307294148825093,20
1186755627588210696,1242948664110321664,6
1186755627588210696,1711152834,2
1186755627588210696,21184930,1
1186755627588210696,2393124608,1
1186755627588210696,267568419,4
1186755627588210696,26966080,5
1186755627588210696,291185646,4
1186755627588210696,3327887445,8
1186755627588210696,4847901676,18
1186755627588210696,527018132,4
1186755627588210696,74835605,4
1186755627588210696,822180013340553216,5
1186755627588210696,883016728426536960,8
1186755627588210696,939010904,14
1187465880369631233,1187465880369631233,1
1187465880369631233,1241307294148825093,3
1187465880369631233,1242948664110321664,5
1187465880369631233,267568419,3
1187788791127379968,1241307294148825093,4
1187788791127379968,1242948664110321664,1
1187788791127379968,291185646,7
1187874955364589569,1119698169561079809,1
1187874955364589569,282168818,1
1188578653,267568419,2
1188578653,291185646,1
1188973657,1241307294148825093,5
1188973657,25666091,1
1191477281698521095,883016728426536960,1
1192480845119905792,1241307294148825093,1
1192480845119905792,1242948664110321664,1
1192875931993595904,267568419,1
1192875931993595904,282168818,1
1193178170,267568419,7
1193578413606473728,116542547,1
1193578413606473728,1241307294148825093,3
1193578413606473728,1242948664110321664,1
1193578413606473728,237670274,2
1193578413606473728,267568419,2
1194168687105847296,1043440561871577089,1
1194168687105847296,1207131885945655296,1
1194168687105847296,1213804140108767232,1
1194168687105847296,1233140941814423552,1
1194168687105847296,1241307294148825093,5
1194168687105847296,1603131234,1
1194168687105847296,191043494,1
1194168687105847296,267568419,1
1194168687105847296,291185646,1
1194168687105847296,3266268066,1
1194168687105847296,367776893,1
1194168687105847296,410160829,1
1194168687105847296,77496162,1
1194168687105847296,939010904,1
1194168687105847296,948762859202338816,1
1194168687105847296,963722705324466176,1
1194661250564837376,1128008297544650752,1
1195104023185174528,1241307294148825093,3
1195104023185174528,1242948664110321664,1
1195104023185174528,267568419,1
1195104023185174528,291185646,1
119531368,1241307294148825093,9
119531368,1242948664110321664,7
119531368,237670274,1
119531368,267568419,2
119531368,291185646,3
119531368,3088137281,1
119531368,738558241374916608,1
1195601512443121664,10228272,1
119585812,876846139647152128,1
1196084781244653571,1241307294148825093,3
1196084781244653571,1242948664110321664,2
1196084781244653571,1250454902008164352,1
1196084781244653571,883016728426536960,2
1196438533764009990,1242948664110321664,1
1196438533764009990,267568419,1
1197423263716167681,1241307294148825093,86
1197423263716167681,1242948664110321664,14
1197423263716167681,237670274,1
1197423263716167681,2608740770,1
1197423263716167681,267568419,10
1197423263716167681,291185646,7
1197423263716167681,3327887445,1
1197423263716167681,916716538622857217,1
1197425001424736256,1241307294148825093,13
1197425001424736256,1242948664110321664,5
1197425001424736256,21163142,1
1197425001424736256,2608740770,1
1197425001424736256,267568419,19
1197425001424736256,282740346,1
1197425001424736256,291185646,1
1197425001424736256,384509450,1
1197425001424736256,866895038,3
1197425001424736256,916716538622857217,1
1198976381964705793,1241307294148825093,3
1198976381964705793,1242948664110321664,2
1198976381964705793,267568419,2
1199189118628093954,1114535751277076480,3
1199189118628093954,1241307294148825093,41
1199189118628093954,1242948664110321664,4
1199189118628093954,2195550221,1
1199189118628093954,237670274,2
1199189118628093954,267568419,2
1199189118628093954,3327887445,1
1199189118628093954,822180013340553216,6
1199189118628093954,883016728426536960,1
